Ruta consultada: /api/usuarios ; Método: POST ; Fecha: 2024-12-23T01:06:59.463Z ; Ruta sin credenciales
Ruta: /api/pedidos ; Método: GET ; Fecha: 2025-02-10T03:56:58.698Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:56:58.718Z ; Ruta sin credenciales
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:56:58.723Z ; Respuesta: [{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:56:58.762Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:56:58.762Z ; Parametros Body :  {"id_usuario":2,"precio_total":50,"detalle":[{"id_producto":1,"cantidad":1,"precio_unitario":50}],"direccion":"Calle Falsa 123"} 
Ruta: /api/pedidos ; Método: POST ; Fecha: 2025-02-10T03:56:58.771Z ; Respuesta: {"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null}
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:56:58.782Z ; Ruta sin credenciales
Ruta consultada: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:56:58.782Z ; Parametros Body :  {"estado":"shipped"} 
Ruta: /api/pedidos/5 ; Método: PUT ; Fecha: 2025-02-10T03:56:58.801Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:56:58.810Z ; Ruta sin credenciales
Ruta: /api/pedidos/5 ; Método: DELETE ; Fecha: 2025-02-10T03:56:58.881Z ; Respuesta: undefined
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:58:52.867Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:58:52.868Z ; Parametros Body :  {"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":4.99,"stock":40} 
Ruta: /api/pedidos/2 ; Método: GET ; Fecha: 2025-02-10T03:58:52.963Z ; Respuesta: [{"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/ ; Método: GET ; Fecha: 2025-02-10T03:59:02.686Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: GET ; Fecha: 2025-02-10T03:59:02.686Z ; Parametros Body :  {"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":4.99,"stock":40} 
Ruta: /api/pedidos/ ; Método: GET ; Fecha: 2025-02-10T03:59:02.692Z ; Respuesta: [{"id_compra":1,"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending","fecha_compra":"2025-01-28T17:00:00.000Z","fecha_envio":null},{"id_compra":2,"id_usuario":3,"precio_total":"84.92","detalle":[{"cantidad":3,"subtotal":44.97,"id_producto":4,"nombre_producto":"Lavanda","precio_unitario":14.99},{"cantidad":5,"subtotal":39.95,"id_producto":6,"nombre_producto":"Rosa Roja","precio_unitario":7.99}],"direccion":"Direcci¢n de Carlos Rodr¡guez","estado":"shipped","fecha_compra":"2025-01-28T17:30:00.000Z","fecha_envio":null},{"id_compra":3,"id_usuario":4,"precio_total":"105.93","detalle":[{"cantidad":1,"subtotal":29.99,"id_producto":8,"nombre_producto":"Palma Areca","precio_unitario":29.99},{"cantidad":2,"subtotal":31.98,"id_producto":10,"nombre_producto":"Helecho Boston","precio_unitario":15.99},{"cantidad":4,"subtotal":43.96,"id_producto":12,"nombre_producto":"Aloe Vera","precio_unitario":10.99}],"direccion":"Direcci¢n de Mar¡a Fern ndez","estado":"pending","fecha_compra":"2025-01-28T18:00:00.000Z","fecha_envio":null},{"id_compra":4,"id_usuario":5,"precio_total":"59.94","detalle":[{"cantidad":6,"subtotal":59.94,"id_producto":3,"nombre_producto":"Cactus Echinopsis","precio_unitario":9.99}],"direccion":"Direcci¢n de Luis G¢mez","estado":"cancelled","fecha_compra":"2025-01-28T18:30:00.000Z","fecha_envio":null},{"id_compra":5,"id_usuario":2,"precio_total":"89.97","detalle":[{"cantidad":1,"subtotal":49.99,"id_producto":7,"nombre_producto":"Bons i de Pino","precio_unitario":49.99},{"cantidad":2,"subtotal":39.98,"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","precio_unitario":19.99}],"direccion":"Direcci¢n de Laura S nchez","estado":"shipped","fecha_compra":"2025-01-28T19:00:00.000Z","fecha_envio":null},{"id_compra":6,"id_usuario":2,"precio_total":"50.00","detalle":{"cantidad":1,"id_producto":1,"precio_unitario":50},"direccion":"Calle Falsa 123","estado":"pending","fecha_compra":"2025-02-10T03:56:58.765Z","fecha_envio":null}]
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:02:29.900Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:02:29.900Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:02:30.158Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:03:35.918Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:03:35.918Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:03:36.007Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:04:48.229Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:04:48.229Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:04:48.309Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:05:21.902Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:05:21.902Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:05:22.081Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:07:54.742Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:07:54.743Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:07:54.840Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:21.433Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:21.434Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:21.624Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:58.604Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:58.606Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:09:58.800Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:10:20.104Z ; Ruta con credenciales: Bearer eyJhbGciOiJIUzM4NCIsInR5cCI6IkpXVCJ9.eyJlbWFpbCI6InBhYmxvM0B0ZXN0LmNvbSIsImlhdCI6MTczOTE1MjE0NCwiZXhwIjoxNzM5MjM4NTQ0fQ.UX7DKyYWkJFiOoWj7acqyQoBye-1gDzRDBhHGlLUeozojJBDRkvXX4pfs6w6Qt4u
Ruta consultada: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:10:20.105Z ; Parametros Body :  {"id_usuario":2,"precio_total":"64.97","detalle":[{"cantidad":2,"subtotal":51.98,"id_producto":1,"nombre_producto":"Monstera Deliciosa","precio_unitario":25.99},{"cantidad":1,"subtotal":12.99,"id_producto":2,"nombre_producto":"Suculenta Jade","precio_unitario":12.99}],"direccion":"Direcci¢n de Ana Mart¡nez","estado":"pending"} 
Ruta: /api/pedidos/ ; Método: POST ; Fecha: 2025-02-10T04:10:20.317Z ; Respuesta: {"id":"errorDelServidor","message":"Error del servidor","description":"Ha ocurrido un error al intentar realizar la operación solicitada"}
[2025-02-10T11:55:30.830Z] Ruta: / | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:55:38.173Z] Ruta: /api/productos | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:55:38.175Z] Ruta: /api/productos | Método: GET | Respuesta: [{"id_producto":1,"nombre_producto":"Monstera Deliciosa","descripcion":"Planta de interior popular con hojas grandes y vistosas.","precio":"25.99","stock":10,"fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_producto":2,"nombre_producto":"Suculenta Jade","descripcion":"Planta suculenta de bajo mantenimiento.","precio":"12.99","stock":30,"fecha_creacion":"2025-01-28T15:05:00.000Z"},{"id_producto":3,"nombre_producto":"Cactus Echinopsis","descripcion":"Cactus ornamental con flores vistosas.","precio":"9.99","stock":50,"fecha_creacion":"2025-01-28T15:10:00.000Z"},{"id_producto":4,"nombre_producto":"Lavanda","descripcion":"Hierba arom tica ideal para jardines y decoraciones.","precio":"14.99","stock":20,"fecha_creacion":"2025-01-28T15:15:00.000Z"},{"id_producto":5,"nombre_producto":"Hiedra Inglesa","descripcion":"Planta trepadora ideal para decoraci¢n de interiores y exteriores.","precio":"18.99","stock":15,"fecha_creacion":"2025-01-28T15:20:00.000Z"},{"id_producto":6,"nombre_producto":"Rosa Roja","descripcion":"Flor ornamental perfecta para regalar.","precio":"7.99","stock":100,"fecha_creacion":"2025-01-28T15:25:00.000Z"},{"id_producto":7,"nombre_producto":"Bons i de Pino","descripcion":"Bons i con estilo japon‚s tradicional.","precio":"49.99","stock":5,"fecha_creacion":"2025-01-28T15:30:00.000Z"},{"id_producto":8,"nombre_producto":"Palma Areca","descripcion":"Palma ideal para interiores y decoraci¢n.","precio":"29.99","stock":8,"fecha_creacion":"2025-01-28T15:35:00.000Z"},{"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","descripcion":"Orqu¡dea ornamental de f cil cuidado.","precio":"19.99","stock":12,"fecha_creacion":"2025-01-28T15:40:00.000Z"},{"id_producto":10,"nombre_producto":"Helecho Boston","descripcion":"Planta ideal para decoraci¢n de interiores.","precio":"15.99","stock":18,"fecha_creacion":"2025-01-28T15:45:00.000Z"},{"id_producto":11,"nombre_producto":"Cactus San Pedro","descripcion":"Cactus de crecimiento r pido, ideal para exteriores.","precio":"15.99","stock":25,"fecha_creacion":"2025-01-28T15:50:00.000Z"},{"id_producto":12,"nombre_producto":"Aloe Vera","descripcion":"Planta suculenta medicinal de f cil cuidado.","precio":"10.99","stock":40,"fecha_creacion":"2025-01-28T15:55:00.000Z"},{"id_producto":13,"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":"4.99","stock":40,"fecha_creacion":"2025-02-10T03:16:32.697Z"}]
[2025-02-10T11:55:38.461Z] Ruta: /favicon.ico | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:55:52.345Z] Ruta: /api/productos/13 | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:55:52.347Z] Ruta: /api/productos/13 | Método: GET | Respuesta: {"id_producto":13,"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":"4.99","stock":40,"fecha_creacion":"2025-02-10T03:16:32.697Z"}
[2025-02-10T11:55:59.232Z] Ruta: /api/usuarios | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:06.506Z] Ruta: /api/orders | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:15.337Z] Ruta: /api/orders | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:19.361Z] Ruta: /api/orders/1 | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:34.365Z] Ruta: /api/productos/1 | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:34.367Z] Ruta: /api/productos/1 | Método: GET | Respuesta: {"id_producto":1,"nombre_producto":"Monstera Deliciosa","descripcion":"Planta de interior popular con hojas grandes y vistosas.","precio":"25.99","stock":10,"fecha_creacion":"2025-01-28T15:00:00.000Z"}
[2025-02-10T11:56:37.877Z] Ruta: /api/productos/ | Método: GET | Token: Sin credenciales | Body: Sin parámetros
[2025-02-10T11:56:37.878Z] Ruta: /api/productos/ | Método: GET | Respuesta: [{"id_producto":1,"nombre_producto":"Monstera Deliciosa","descripcion":"Planta de interior popular con hojas grandes y vistosas.","precio":"25.99","stock":10,"fecha_creacion":"2025-01-28T15:00:00.000Z"},{"id_producto":2,"nombre_producto":"Suculenta Jade","descripcion":"Planta suculenta de bajo mantenimiento.","precio":"12.99","stock":30,"fecha_creacion":"2025-01-28T15:05:00.000Z"},{"id_producto":3,"nombre_producto":"Cactus Echinopsis","descripcion":"Cactus ornamental con flores vistosas.","precio":"9.99","stock":50,"fecha_creacion":"2025-01-28T15:10:00.000Z"},{"id_producto":4,"nombre_producto":"Lavanda","descripcion":"Hierba arom tica ideal para jardines y decoraciones.","precio":"14.99","stock":20,"fecha_creacion":"2025-01-28T15:15:00.000Z"},{"id_producto":5,"nombre_producto":"Hiedra Inglesa","descripcion":"Planta trepadora ideal para decoraci¢n de interiores y exteriores.","precio":"18.99","stock":15,"fecha_creacion":"2025-01-28T15:20:00.000Z"},{"id_producto":6,"nombre_producto":"Rosa Roja","descripcion":"Flor ornamental perfecta para regalar.","precio":"7.99","stock":100,"fecha_creacion":"2025-01-28T15:25:00.000Z"},{"id_producto":7,"nombre_producto":"Bons i de Pino","descripcion":"Bons i con estilo japon‚s tradicional.","precio":"49.99","stock":5,"fecha_creacion":"2025-01-28T15:30:00.000Z"},{"id_producto":8,"nombre_producto":"Palma Areca","descripcion":"Palma ideal para interiores y decoraci¢n.","precio":"29.99","stock":8,"fecha_creacion":"2025-01-28T15:35:00.000Z"},{"id_producto":9,"nombre_producto":"Orqu¡dea Phalaenopsis","descripcion":"Orqu¡dea ornamental de f cil cuidado.","precio":"19.99","stock":12,"fecha_creacion":"2025-01-28T15:40:00.000Z"},{"id_producto":10,"nombre_producto":"Helecho Boston","descripcion":"Planta ideal para decoraci¢n de interiores.","precio":"15.99","stock":18,"fecha_creacion":"2025-01-28T15:45:00.000Z"},{"id_producto":11,"nombre_producto":"Cactus San Pedro","descripcion":"Cactus de crecimiento r pido, ideal para exteriores.","precio":"15.99","stock":25,"fecha_creacion":"2025-01-28T15:50:00.000Z"},{"id_producto":12,"nombre_producto":"Aloe Vera","descripcion":"Planta suculenta medicinal de f cil cuidado.","precio":"10.99","stock":40,"fecha_creacion":"2025-01-28T15:55:00.000Z"},{"id_producto":13,"nombre_producto":"Ruda","descripcion":"Hierba aromática medicinal de facil cuidado.","precio":"4.99","stock":40,"fecha_creacion":"2025-02-10T03:16:32.697Z"}]
